query	reference	pident	alnlen	qstart	qend	rstart	rend	nt_match	nt_mismatch
NC_005091.alt1	NC_010807.alt2	54.0984	61	38458	38518	31818	31871	33	28
NC_005091.alt1	NC_010807.alt2	61.6667	60	46476	46535	26438	26346	37	23
NC_005091.alt1	NC_010807.alt2	37.2881	59	52029	52087	25271	25321	22	37
NC_005091.alt1	NC_010807.alt2	59.3220	59	57254	57312	39209	39113	35	24
NC_005091.alt1	NC_010807.alt2	57.1429	56	1132	1187	6474	6411	32	24
NC_005091.alt1	NC_010807.alt2	51.7857	56	7763	7818	2373	2300	29	27
NC_005091.alt1	NC_010807.alt2	63.6364	55	31067	31121	15631	15562	35	20
NC_005091.alt1	NC_010807.alt2	72.2222	54	38880	38933	31440	31546	39	15
NC_005091.alt1	NC_010807.alt2	55.5556	54	54802	54855	10721	10767	30	24
NC_005091.alt1	NC_010807.alt2	62.9630	54	56033	56086	13365	13433	34	20
NC_005091.alt1	NC_010807.alt2	51.9231	52	1613	1664	25245	25324	27	25
NC_005091.alt1	NC_010807.alt2	55.7692	52	4322	4373	10745	10701	29	23
NC_005091.alt1	NC_010807.alt2	57.6923	52	20288	20339	11506	11575	30	22
NC_005091.alt1	NC_010807.alt2	43.1373	51	543	593	11024	11063	22	29
NC_005091.alt1	NC_010807.alt2	54.9020	51	45571	45621	18565	18503	28	23
NC_005091.alt1	NC_010807.alt2	58.8235	51	55654	55704	32462	32505	30	21
NC_005091.alt1	NC_010807.alt2	62	50	47882	47931	29699	29779	31	19
NC_005091.alt1	NC_010807.alt2	59.1837	49	5593	5641	27440	27358	29	20
NC_005091.alt1	NC_010807.alt2	61.2245	49	8663	8711	33718	33794	30	19
NC_005091.alt1	NC_010807.alt2	57.1429	49	46883	46931	4500	4438	28	21
NC_005091.alt1	NC_010807.alt2	5e+01	48	49872	49919	19167	19112	24	24
NC_005091.alt1	NC_010807.alt2	63.8298	47	5872	5918	28339	28298	30	17
NC_005091.alt1	NC_010807.alt2	53.3333	45	10454	10498	4248	4215	24	21
NC_005091.alt1	NC_010807.alt2	62.2222	45	27785	27829	27399	27346	28	17
NC_005091.alt1	NC_010807.alt2	66.6667	45	53031	53075	36290	36220	30	15
NC_005091.alt1	NC_010807.alt2	67.4419	43	8450	8492	28351	28395	29	14
NC_005091.alt1	NC_010807.alt2	60.4651	43	15207	15249	8069	8035	26	17
NC_005091.alt1	NC_010807.alt2	71.4286	42	25840	25881	21245	21171	30	12
NC_005091.alt1	NC_010807.alt2	66.6667	42	51156	51197	21824	21859	28	14
NC_005091.alt1	NC_010807.alt2	60.9756	41	12728	12768	29287	29247	25	16
NC_005091.alt1	NC_010807.alt2	63.4146	41	21642	21682	1719	1689	26	15
NC_005091.alt1	NC_010807.alt2	58.5366	41	26823	26863	25123	25157	24	17
NC_005091.alt1	NC_010807.alt2	8e+01	40	45763	45802	5889	5858	32	8
NC_005091.alt1	NC_010807.alt2	64.1026	39	37039	37077	31369	31338	25	14
NC_005091.alt1	NC_010807.alt2	82.0513	39	39548	39586	1286	1246	32	7
NC_005091.alt1	NC_010807.alt2	65.7895	38	5376	5413	38484	38510	25	13
NC_005091.alt1	NC_010807.alt2	5e+01	38	49110	49147	2727	2757	19	19
NC_005091.alt1	NC_010807.alt2	64.8649	37	18066	18102	26607	26536	24	13
NC_005091.alt1	NC_010807.alt2	67.5676	37	32123	32159	29441	29405	25	12
NC_005091.alt1	NC_010807.alt2	72.2222	36	28108	28143	22667	22612	26	10
NC_005091.alt1	NC_010807.alt2	66.6667	36	45829	45864	29799	29766	24	12
NC_005091.alt1	NC_010807.alt2	72.2222	36	56786	56821	29847	29813	26	10
NC_005091.alt1	NC_010807.alt2	65.7143	35	23471	23505	39533	39557	23	12
NC_005091.alt1	NC_010807.alt2	77.1429	35	33847	33881	26994	27037	27	8
NC_005091.alt1	NC_010807.alt2	62.8571	35	54378	54412	19037	19003	22	13
NC_005091.alt1	NC_002486.ref	52.9412	68	33462	33529	12600	12525	36	32
NC_005091.alt1	NC_002486.ref	49.1228	57	7459	7515	18117	18061	28	29
NC_005091.alt1	NC_002486.ref	52.6316	57	47110	47166	14173	14090	30	27
NC_005091.alt1	NC_002486.ref	57.4074	54	21433	21486	14098	14036	31	23
NC_005091.alt1	NC_002486.ref	46.2963	54	22631	22684	35962	35921	25	29
NC_005091.alt1	NC_002486.ref	52.8302	53	43453	43505	24653	24741	28	25
NC_005091.alt1	NC_002486.ref	59.6154	52	47013	47064	5537	5467	31	21
NC_005091.alt1	NC_002486.ref	45.8333	48	6931	6978	42153	42222	22	26
NC_005091.alt1	NC_002486.ref	64.2857	42	33875	33916	17148	17086	27	15
NC_005091.alt1	NC_002486.ref	57.5	40	4963	5002	11967	12040	23	17
NC_005091.alt1	NC_002486.ref	7e+01	40	51381	51420	6716	6792	28	12
NC_005091.alt1	NC_002486.ref	56.4103	39	45349	45387	23320	23292	22	17
NC_005091.alt1	NC_002486.ref	69.2308	39	47405	47443	12539	12470	27	12
NC_005091.alt1	NC_002486.ref	72.9730	37	25947	25983	36575	36615	27	10
NC_005091.ref	NC_005091.alt1	97.1534	6218	35179	41396	35485	41702	6041	177
NC_005091.ref	NC_005091.alt1	97.3026	5079	48961	54039	49210	54288	4942	137
NC_005091.ref	NC_005091.alt1	96.5833	2839	41481	44319	41787	44625	2742	97
NC_005091.ref	NC_005091.alt1	96.9281	2767	14120	16886	14120	16886	2682	85
NC_005091.ref	NC_005091.alt1	96.7091	2674	46284	48957	46446	49119	2586	88
NC_005091.ref	NC_005091.alt1	96.4272	2659	27562	30220	27475	30133	2564	95
NC_005091.ref	NC_005091.alt1	96.9857	2654	54289	56942	54289	56942	2574	80
NC_005091.ref	NC_005091.alt1	96.5779	2630	11396	14025	11396	14025	2540	90
NC_005091.ref	NC_005091.alt1	97.1396	2622	21381	24002	21381	24002	2547	75
NC_005091.ref	NC_005091.alt1	97.2067	2327	5093	7419	5093	7419	2262	65
NC_005091.ref	NC_005091.alt1	97.2469	2252	17011	19262	17011	19262	2190	62
NC_005091.ref	NC_005091.alt1	97.0734	2221	8128	10348	8128	10348	2156	65
NC_005091.ref	NC_005091.alt1	97.6599	1923	24355	26277	24355	26277	1878	45
NC_005091.ref	NC_005091.alt1	96.7176	1310	502	1811	502	1811	1267	43
NC_005091.ref	NC_005091.alt1	97.0471	1253	31045	32297	31102	32354	1216	37
NC_005091.ref	NC_005091.alt1	96.8215	1227	32453	33679	32759	33985	1188	39
NC_005091.ref	NC_005091.alt1	97.1249	1113	26366	27478	26279	27391	1081	32
NC_005091.ref	NC_005091.alt1	96.6314	1039	45148	46186	45310	46348	1004	35
NC_005091.ref	NC_005091.alt1	96.4363	926	20341	21266	20341	21266	893	33
NC_005091.ref	NC_005091.alt1	96.1494	857	2238	3094	2238	3094	824	33
NC_005091.ref	NC_005091.alt1	96.1165	824	3201	4024	3201	4024	792	32
NC_005091.ref	NC_005091.alt1	97.6744	817	10474	11290	10474	11290	798	19
NC_005091.ref	NC_005091.alt1	96.6708	811	4151	4961	4151	4961	784	27
NC_005091.ref	NC_005091.alt1	97.6584	726	33781	34506	34087	34812	709	17
NC_005091.ref	NC_005091.alt1	96.1149	592	44464	45055	44626	45217	569	23
NC_005091.ref	NC_005091.alt1	96.5932	499	7508	8006	7508	8006	482	17
NC_005091.ref	NC_005091.alt1	96.0986	487	34589	35075	34895	35381	468	19
NC_005091.ref	NC_005091.alt1	96.2963	405	3	407	3	407	390	15
NC_005091.ref	NC_005091.alt1	96.5517	348	19385	19732	19385	19732	336	12
NC_005091.ref	NC_005091.alt1	97.0845	343	19866	20208	19866	20208	333	10
NC_005091.ref	NC_005091.alt1	97.1831	284	30521	30804	30578	30861	276	8
NC_005091.ref	NC_005091.alt1	1e+02	249	54040	54288	32355	32603	249	0
NC_005091.ref	NC_005091.alt1	96.7742	217	57032	57248	57032	57248	210	7
NC_005091.ref	NC_005091.alt1	96.0526	152	1944	2095	1944	2095	146	6
NC_005091.ref	NC_005091.alt1	1e+02	149	30221	30369	30280	30132	149	0
NC_005091.ref	NC_005091.alt1	1e+02	144	44320	44463	30434	30577	144	0
NC_005091.ref	NC_005091.alt1	1e+02	137	2101	2237	2237	2101	137	0
NC_005091.ref	NC_005091.alt1	1e+02	133	19733	19865	19864	19732	133	0
NC_005091.ref	NC_005091.alt1	1e+02	132	1812	1943	1941	1810	132	0
NC_005091.ref	NC_005091.alt1	1e+02	132	20209	20340	20340	20209	132	0
NC_005091.ref	NC_005091.alt1	1e+02	132	30385	30516	30429	30298	132	0
NC_005091.ref	NC_005091.alt1	1e+02	131	4962	5092	5092	4962	131	0
NC_005091.ref	NC_005091.alt1	98.4375	128	24112	24239	24112	24239	126	2
NC_005091.ref	NC_005091.alt1	91.9355	124	4027	4150	4124	3967	114	10
NC_005091.ref	NC_005091.alt1	1e+02	122	10349	10470	10469	10348	122	0
NC_005091.ref	NC_005091.alt1	1e+02	122	19263	19384	19382	19261	122	0
NC_005091.ref	NC_005091.alt1	1e+02	121	8007	8127	8127	8007	121	0
NC_005091.ref	NC_005091.alt1	1e+02	121	16890	17010	17010	16890	121	0
NC_005091.ref	NC_005091.alt1	1e+02	116	30805	30920	30974	30859	116	0
NC_005091.ref	NC_005091.alt1	94.7826	115	24240	24354	24344	24230	109	6
NC_005091.ref	NC_005091.alt1	1e+02	112	57249	57360	57359	57248	112	0
NC_005091.ref	NC_005091.alt1	1e+02	111	21267	21377	21371	21261	111	0
NC_005091.ref	NC_005091.alt1	1e+02	109	24003	24111	24104	23996	109	0
NC_005091.ref	NC_005091.alt1	1e+02	106	3095	3200	3189	3084	106	0
NC_005091.ref	NC_005091.alt1	1e+02	105	11291	11395	11394	11290	105	0
NC_005091.ref	NC_005091.alt1	1e+02	104	32349	32452	32758	32655	104	0
NC_005091.ref	NC_005091.alt1	1e+02	103	35076	35178	35484	35382	103	0
NC_005091.ref	NC_005091.alt1	1e+02	101	33680	33780	34086	33986	101	0
NC_005091.ref	NC_005091.alt1	1e+02	97	46187	46283	46443	46347	97	0
NC_005091.ref	NC_005091.alt1	1e+02	94	408	501	499	406	94	0
NC_005091.ref	NC_005091.alt1	1e+02	94	14026	14119	14118	14025	94	0
NC_005091.ref	NC_005091.alt1	1e+02	93	30952	31044	31101	31009	93	0
NC_005091.ref	NC_005091.alt1	1e+02	92	45056	45147	45308	45217	92	0
NC_005091.ref	NC_005091.alt1	1e+02	92	57364	57455	57364	57455	92	0
NC_005091.ref	NC_005091.alt1	1e+02	89	56943	57031	57027	56939	89	0
NC_005091.ref	NC_005091.alt1	96.5909	88	7420	7507	7499	7412	85	3
NC_005091.ref	NC_005091.alt1	1e+02	88	26278	26365	49209	49122	88	0
NC_005091.ref	NC_005091.alt1	1e+02	84	41397	41480	41784	41701	84	0
NC_005091.ref	NC_005091.alt1	1e+02	83	27479	27561	27465	27383	83	0
NC_005091.ref	NC_005091.alt1	1e+02	82	34507	34588	34892	34811	82	0
NC_005091.ref	NC_005091.alt1	92.1569	51	32298	32348	32604	32654	47	4
NC_005091.ref	NC_005091.alt2	95.8963	3972	5370	9341	6048	10019	3809	163
NC_005091.ref	NC_005091.alt2	96.0632	3353	14420	17772	15777	19129	3221	132
NC_005091.ref	NC_005091.alt2	96.0868	3271	40544	43814	44584	47854	3143	128
NC_005091.ref	NC_005091.alt2	96.4497	2197	46921	49117	51559	53755	2119	78
NC_005091.ref	NC_005091.alt2	95.7196	1869	32059	33927	35623	37491	1789	80
NC_005091.ref	NC_005091.alt2	95.8104	1814	11038	12851	12166	13979	1738	76
NC_005091.ref	NC_005091.alt2	96.5498	1768	596	2363	718	2485	1707	61
NC_005091.ref	NC_005091.alt2	96.1823	1755	51369	53123	56580	58334	1688	67
NC_005091.ref	NC_005091.alt2	96.4179	1675	36132	37806	40296	41970	1615	60
NC_005091.ref	NC_005091.alt2	96.9413	1602	43815	45416	47976	49577	1553	49
NC_005091.ref	NC_005091.alt2	95.3033	1533	55923	57455	62164	63696	1461	72
NC_005091.ref	NC_005091.alt2	95.7737	1467	22712	24178	25121	26587	1405	62
NC_005091.ref	NC_005091.alt2	96.2604	1444	54479	55922	60582	62025	1390	54
NC_005091.ref	NC_005091.alt2	95.8815	1384	2850	4233	3251	4634	1327	57
NC_005091.ref	NC_005091.alt2	96.1217	1315	28129	29443	30993	32307	1264	51
NC_005091.ref	NC_005091.alt2	96.3218	1305	39150	40454	43279	44583	1257	48
NC_005091.ref	NC_005091.alt2	96.1656	1304	49480	50783	54399	55702	1254	50
NC_005091.ref	NC_005091.alt2	96.8137	1224	9814	11037	10837	12060	1185	39
NC_005091.ref	NC_005091.alt2	96.2547	1068	26025	27092	28400	29467	1028	40
NC_005091.ref	NC_005091.alt2	96.4321	1009	45628	46636	50061	51069	973	36
NC_005091.ref	NC_005091.alt2	95.5897	975	30374	31348	33690	34664	932	43
NC_005091.ref	NC_005091.alt2	95.7068	955	20112	21066	22587	23541	914	41
NC_005091.ref	NC_005091.alt2	97.3597	909	13511	14419	14701	15609	885	24
NC_005091.ref	NC_005091.alt2	97.1995	857	17773	18629	19437	20293	833	24
NC_005091.ref	NC_005091.alt2	95.8937	828	29546	30373	32717	33544	794	34
NC_005091.ref	NC_005091.alt2	95.6098	820	21246	22065	23540	24359	784	36
NC_005091.ref	NC_005091.alt2	97.1675	812	27317	28128	30035	30846	789	23
NC_005091.ref	NC_005091.alt2	97.4648	710	31349	32058	34769	35478	692	18
NC_005091.ref	NC_005091.alt2	97.6228	631	35501	36131	39541	40171	616	15
NC_005091.ref	NC_005091.alt2	96.4942	599	24742	25340	27500	28098	578	21
NC_005091.ref	NC_005091.alt2	97.4790	595	1	595	1	595	580	15
NC_005091.ref	NC_005091.alt2	95.7045	582	50784	51365	55887	56468	557	25
NC_005091.ref	NC_005091.alt2	98.0357	560	24179	24738	26785	27344	549	11
NC_005091.ref	NC_005091.alt2	97.3881	536	19083	19618	21041	21576	522	14
NC_005091.ref	NC_005091.alt2	98.6220	508	53407	53914	58996	59503	501	7
NC_005091.ref	NC_005091.alt2	93.8272	486	2364	2849	2571	3056	456	30
NC_005091.ref	NC_005091.alt2	96.1864	472	9342	9813	10212	10683	454	18
NC_005091.ref	NC_005091.alt2	95.1271	472	34842	35313	39066	39537	449	23
NC_005091.ref	NC_005091.alt2	96.4680	453	18630	19082	20491	20943	437	16
NC_005091.ref	NC_005091.alt2	95.1501	433	4236	4668	4768	5200	412	21
NC_005091.ref	NC_005091.alt2	96.8370	411	12852	13262	14061	14471	398	13
NC_005091.ref	NC_005091.alt2	98.9924	397	34243	34639	38165	38561	393	4
NC_005091.ref	NC_005091.alt2	98.7310	394	4976	5369	5553	5946	389	5
NC_005091.ref	NC_005091.alt2	99.1713	362	49118	49479	53890	54251	359	3
NC_005091.ref	NC_005091.alt2	98.3333	360	54119	54478	60048	60407	354	6
NC_005091.ref	NC_005091.alt2	95.7655	307	38614	38920	42962	43268	294	13
NC_005091.ref	NC_005091.alt2	95.2542	295	25468	25762	28105	28399	281	14
NC_005091.ref	NC_005091.alt2	98.2877	292	19820	20111	22170	22461	287	5
NC_005091.ref	NC_005091.alt2	95.1724	290	22269	22558	24833	25122	276	14
NC_005091.ref	NC_005091.alt2	97.1831	284	46637	46920	51195	51478	276	8
NC_005091.ref	NC_005091.alt2	95.3571	280	53127	53406	58557	58836	267	13
NC_005091.ref	NC_005091.alt2	98.5348	273	38341	38613	42543	42815	269	4
NC_005091.ref	NC_005091.alt2	97.0037	267	37807	38073	42114	42380	259	8
NC_005091.ref	NC_005091.alt2	1e+02	262	25763	26024	5462	5201	262	0
NC_005091.ref	NC_005091.alt2	98.2533	229	38921	39149	58335	58563	225	4
NC_005091.ref	NC_005091.alt2	1e+02	224	27093	27316	29623	29846	224	0
NC_005091.ref	NC_005091.alt2	97.7169	219	34022	34240	37856	38074	214	5
NC_005091.ref	NC_005091.alt2	1e+02	216	4760	4975	32523	32308	216	0
NC_005091.ref	NC_005091.alt2	1e+02	211	45417	45627	49660	49870	211	0
NC_005091.ref	NC_005091.alt2	99.5050	202	53917	54118	59679	59880	201	1
NC_005091.ref	NC_005091.alt2	1e+02	201	19619	19819	21771	21971	201	0
NC_005091.ref	NC_005091.alt2	95.5	200	22066	22265	24475	24674	191	9
NC_005091.ref	NC_005091.alt2	97.4874	199	34643	34841	38744	38942	194	5
NC_005091.ref	NC_005091.alt2	1e+02	194	38074	38267	3046	3239	194	0
NC_005091.ref	NC_005091.alt2	1e+02	184	35317	35500	55698	55881	184	0
NC_005091.ref	NC_005091.alt2	1e+02	179	21067	21245	37672	37494	179	0
NC_005091.ref	NC_005091.alt2	1e+02	153	22559	22711	24680	24832	153	0
NC_005091.ref	NC_005091.alt2	1e+02	146	13365	13510	33689	33544	146	0
NC_005091.ref	NC_005091.alt2	98.4252	127	25341	25467	47855	47981	125	2
NC_005091.ref	NC_005091.alt2	92.1569	102	13263	13364	14598	14699	94	8
NC_005091.ref	NC_005091.alt2	1e+02	102	29444	29545	32525	32626	102	0
NC_005091.ref	NC_005091.alt2	1e+02	92	33930	34021	37675	37766	92	0
NC_005091.ref	NC_005091.alt2	95.6044	91	4669	4759	5463	5553	87	4
NC_005091.ref	NC_005091.alt2	1e+02	89	40455	40543	42542	42454	89	0
NC_005091.ref	NC_005091.alt2	92.8571	70	38271	38340	42384	42453	65	5
NC_005091.alt1	NC_010807.ref	54.6392	97	20412	20508	2622	2526	53	44
NC_005091.alt1	NC_010807.ref	52.0548	73	9948	10020	37455	37549	38	35
NC_005091.alt1	NC_010807.ref	49.3151	73	47195	47267	24640	24582	36	37
NC_005091.alt1	NC_010807.ref	6e+01	70	151	220	2918	2836	42	28
NC_005091.alt1	NC_010807.ref	52.1739	69	54525	54593	21050	20943	36	33
NC_005091.alt1	NC_010807.ref	48.5294	68	35849	35916	3540	3480	33	35
NC_005091.alt1	NC_010807.ref	56.25	64	7576	7639	14749	14676	36	28
NC_005091.alt1	NC_010807.ref	57.1429	63	44413	44475	22012	21919	36	27
NC_005091.alt1	NC_010807.ref	56.4516	62	22779	22840	35530	35433	35	27
NC_005091.alt1	NC_010807.ref	65.5738	61	37456	37516	14791	14730	40	21
NC_005091.alt1	NC_010807.ref	54.0984	61	38458	38518	30507	30560	33	28
NC_005091.alt1	NC_010807.ref	61.6667	60	46476	46535	25405	25313	37	23
NC_005091.alt1	NC_010807.ref	57.6271	59	26110	26168	20936	20857	34	25
NC_005091.alt1	NC_010807.ref	37.2881	59	52029	52087	24238	24288	22	37
NC_005091.alt1	NC_010807.ref	59.3220	59	57254	57312	37469	37373	35	24
NC_005091.alt1	NC_010807.ref	53.4483	58	47340	47397	26549	26465	31	27
NC_005091.alt1	NC_010807.ref	58.9286	56	1132	1187	6036	5973	33	23
NC_005091.alt1	NC_010807.ref	51.7857	56	7763	7818	2264	2191	29	27
NC_005091.alt1	NC_010807.ref	63.6364	55	31067	31121	14842	14773	35	20
NC_005091.alt1	NC_010807.ref	67.2727	55	46693	46747	21843	21777	37	18
NC_005091.alt1	NC_010807.ref	48.1481	54	33156	33209	8099	8140	26	28
NC_005091.alt1	NC_010807.ref	72.2222	54	38880	38933	30129	30235	39	15
NC_005091.alt1	NC_010807.ref	55.5556	54	54802	54855	10025	10071	30	24
NC_005091.alt1	NC_010807.ref	62.9630	54	56033	56086	12669	12737	34	20
NC_005091.alt1	NC_010807.ref	51.9231	52	1613	1664	24212	24291	27	25
NC_005091.alt1	NC_010807.ref	55.7692	52	4322	4373	10049	10005	29	23
NC_005091.alt1	NC_010807.ref	58.8235	51	21777	21827	11658	11745	30	21
NC_005091.alt1	NC_010807.ref	56.8627	51	55654	55704	31151	31194	29	22
NC_005091.alt1	NC_010807.ref	62	50	47882	47931	28666	28746	31	19
NC_005091.alt1	NC_010807.ref	59.1837	49	5593	5641	26407	26325	29	20
NC_005091.alt1	NC_010807.ref	61.2245	49	8663	8711	32407	32483	30	19
NC_005091.alt1	NC_010807.ref	55.1020	49	46883	46931	4222	4160	27	22
NC_005091.alt1	NC_010807.ref	55.1020	49	51182	51230	29701	29742	27	22
NC_005091.alt1	NC_010807.ref	57.1429	49	53524	53572	23889	23857	28	21
NC_005091.alt1	NC_010807.ref	5e+01	48	49872	49919	18223	18168	24	24
NC_005091.alt1	NC_010807.ref	46.8085	47	55361	55407	25156	25192	22	25
NC_005091.alt1	NC_010807.ref	53.3333	45	10454	10498	3970	3937	24	21
NC_005091.alt1	NC_010807.ref	64.4444	45	27785	27829	26366	26313	29	16
NC_005091.alt1	NC_010807.ref	66.6667	45	53031	53075	34723	34653	30	15
NC_005091.alt1	NC_010807.ref	67.4419	43	8450	8492	27318	27362	29	14
NC_005091.alt1	NC_010807.ref	60.4651	43	15207	15249	7483	7449	26	17
NC_005091.alt1	NC_010807.ref	54.7619	42	21828	21869	2830	2755	23	19
NC_005091.alt1	NC_010807.ref	71.4286	42	25840	25881	20301	20227	30	12
NC_005091.alt1	NC_010807.ref	63.4146	41	21642	21682	1610	1580	26	15
NC_005091.alt1	NC_010807.ref	58.5366	41	26823	26863	24090	24124	24	17
NC_005091.alt1	NC_010807.ref	67.5	40	8332	8371	1993	1954	27	13
NC_005091.alt1	NC_010807.ref	8e+01	40	45763	45802	5611	5580	32	8
NC_005091.alt1	NC_010807.ref	64.1026	39	35786	35824	28790	28822	25	14
NC_005091.alt1	NC_010807.ref	64.1026	39	37039	37077	30058	30027	25	14
NC_005091.alt1	NC_010807.ref	82.0513	39	39548	39586	1177	1137	32	7
NC_005091.alt1	NC_010807.ref	65.7895	38	5376	5413	36744	36772	25	13
NC_005091.alt1	NC_010807.ref	64.8649	37	18066	18102	25574	25503	24	13
NC_005091.alt1	NC_010807.ref	75	36	28108	28143	21723	21668	27	9
NC_005091.alt1	NC_010807.ref	66.6667	36	45829	45864	28766	28733	24	12
NC_005091.alt1	NC_010807.ref	72.2222	36	48852	48887	11459	11411	26	10
NC_005091.alt1	NC_010807.ref	86.1111	36	55122	55157	2101	2070	31	5
NC_005091.alt1	NC_010807.ref	65.7143	35	18621	18655	25954	26020	23	12
NC_005091.alt1	NC_010807.ref	65.7143	35	23471	23505	37793	37817	23	12
NC_005091.alt1	NC_010807.ref	62.8571	35	54378	54412	18093	18059	22	13
NC_005091.alt1	NC_010807.alt3	52.0548	73	9948	10020	38531	38625	38	35
NC_005091.alt1	NC_010807.alt3	47.9452	73	47195	47267	25263	25205	35	38
NC_005091.alt1	NC_010807.alt3	41.1765	68	12006	12073	36183	36128	28	40
NC_005091.alt1	NC_010807.alt3	48.5294	68	35849	35916	4187	4127	33	35
NC_005091.alt1	NC_010807.alt3	56.25	64	7576	7639	14802	14729	36	28
NC_005091.alt1	NC_010807.alt3	57.1429	63	44413	44475	22442	22349	36	27
NC_005091.alt1	NC_010807.alt3	56.4516	62	22779	22840	36116	36019	35	27
NC_005091.alt1	NC_010807.alt3	65.5738	61	37456	37516	14844	14783	40	21
NC_005091.alt1	NC_010807.alt3	54.0984	61	38458	38518	30759	30812	33	28
NC_005091.alt1	NC_010807.alt3	57.6271	59	26110	26168	21257	21178	34	25
NC_005091.alt1	NC_010807.alt3	37.2881	59	52029	52087	24861	24911	22	37
NC_005091.alt1	NC_010807.alt3	59.3220	59	57254	57312	38545	38449	35	24
NC_005091.alt1	NC_010807.alt3	53.4483	58	47340	47397	26688	26604	31	27
NC_005091.alt1	NC_010807.alt3	59.6491	57	20412	20468	3202	3133	34	23
NC_005091.alt1	NC_010807.alt3	58.9286	56	1132	1187	6358	6295	33	23
NC_005091.alt1	NC_010807.alt3	51.7857	56	7763	7818	2682	2609	29	27
NC_005091.alt1	NC_010807.alt3	57.1429	56	17482	17537	1202	1113	32	24
NC_005091.alt1	NC_010807.alt3	5e+01	56	44818	44873	21191	21100	28	28
NC_005091.alt1	NC_010807.alt3	63.6364	55	31067	31121	14895	14826	35	20
NC_005091.alt1	NC_010807.alt3	48.1481	54	33156	33209	8177	8218	26	28
NC_005091.alt1	NC_010807.alt3	74.0741	54	38880	38933	30381	30487	40	14
NC_005091.alt1	NC_010807.alt3	55.5556	54	54802	54855	10241	10287	30	24
NC_005091.alt1	NC_010807.alt3	62.9630	54	56033	56086	12790	12858	34	20
NC_005091.alt1	NC_010807.alt3	51.9231	52	1613	1664	24835	24914	27	25
NC_005091.alt1	NC_010807.alt3	55.7692	52	4322	4373	10265	10221	29	23
NC_005091.alt1	NC_010807.alt3	58.8235	51	21777	21827	11874	11961	30	21
NC_005091.alt1	NC_010807.alt3	54	50	24852	24901	19874	19834	27	23
NC_005091.alt1	NC_010807.alt3	62	50	47882	47931	28643	28723	31	19
NC_005091.alt1	NC_010807.alt3	61.2245	49	8663	8711	32659	32735	30	19
NC_005091.alt1	NC_010807.alt3	55.1020	49	46883	46931	4869	4807	27	22
NC_005091.alt1	NC_010807.alt3	55.1020	49	51182	51230	29953	29994	27	22
NC_005091.alt1	NC_010807.alt3	5e+01	48	49872	49919	18660	18605	24	24
NC_005091.alt1	NC_010807.alt3	46.8085	47	55361	55407	25502	25538	22	25
NC_005091.alt1	NC_010807.alt3	53.3333	45	10454	10498	4617	4584	24	21
NC_005091.alt1	NC_010807.alt3	64.4444	45	27785	27829	34905	34852	29	16
NC_005091.alt1	NC_010807.alt3	66.6667	45	53031	53075	35304	35234	30	15
NC_005091.alt1	NC_010807.alt3	67.4419	43	8450	8492	27457	27501	29	14
NC_005091.alt1	NC_010807.alt3	60.4651	43	15207	15249	36257	36291	26	17
NC_005091.alt1	NC_010807.alt3	55.8140	43	53470	53512	13692	13653	24	19
NC_005091.alt1	NC_010807.alt3	71.4286	42	25840	25881	20622	20548	30	12
NC_005091.alt1	NC_010807.alt3	63.4146	41	21642	21682	2028	1998	26	15
NC_005091.alt1	NC_010807.alt3	58.5366	41	26823	26863	24713	24747	24	17
NC_005091.alt1	NC_010807.alt3	67.5	40	8332	8371	2411	2372	27	13
NC_005091.alt1	NC_010807.alt3	62.5	40	11323	11362	35503	35432	25	15
NC_005091.alt1	NC_010807.alt3	8e+01	40	45763	45802	6048	6017	32	8
NC_005091.alt1	NC_010807.alt3	64.1026	39	35786	35824	28767	28799	25	14
NC_005091.alt1	NC_010807.alt3	64.1026	39	37039	37077	30310	30279	25	14
NC_005091.alt1	NC_010807.alt3	82.0513	39	39548	39586	1595	1555	32	7
NC_005091.alt1	NC_010807.alt3	65.7895	38	5376	5413	37980	38008	25	13
NC_005091.alt1	NC_010807.alt3	64.8649	37	18066	18102	25920	25849	24	13
NC_005091.alt1	NC_010807.alt3	75	36	28108	28143	22044	21989	27	9
NC_005091.alt1	NC_010807.alt3	66.6667	36	45829	45864	28743	28710	24	12
NC_005091.alt1	NC_010807.alt3	72.2222	36	48852	48887	11675	11627	26	10
NC_005091.alt1	NC_010807.alt3	86.1111	36	55122	55157	2519	2488	31	5
NC_005091.alt1	NC_010807.alt3	65.7143	35	18621	18655	26191	26257	23	12
NC_005091.alt1	NC_010807.alt3	65.7143	35	23471	23505	38869	38893	23	12
NC_005091.alt1	NC_010807.alt3	62.8571	35	54378	54412	18530	18496	22	13
NC_005091.alt1	NC_025457.alt2	46.3768	69	55809	55877	27238	27181	32	37
NC_005091.alt1	NC_025457.alt2	51.5152	66	12278	12343	7822	7912	34	32
NC_005091.alt1	NC_025457.alt2	53.3333	60	6566	6625	11367	11451	32	28
NC_005091.alt1	NC_025457.alt2	55.1724	58	12551	12608	21647	21601	32	26
NC_005091.alt1	NC_025457.alt2	44.8276	58	15334	15391	37726	37773	26	32
NC_005091.alt1	NC_025457.alt2	56.8966	58	16001	16058	22123	22046	33	25
NC_005091.alt1	NC_025457.alt2	50.8772	57	22888	22944	15087	15001	29	28
NC_005091.alt1	NC_025457.alt2	53.5714	56	18418	18473	57552	57626	30	26
